Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Root","HtmlAgilityPack.HtmlNode.get_HasChildNodes()","HtmlAgilityPack.HtmlNode.get_HasChildNodes()",12,9,0.05,0.04,
"Caller","HtmlAgilityPack.HtmlNode.get_HasChildNodes()","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()",12,9,0.05,0.04,
"Callee","HtmlAgilityPack.HtmlNode.get_HasChildNodes()","HtmlAgilityPack.HtmlNodeCollection.get_Count()",3,3,0.01,0.01,
"Root","HtmlAgilityPack.HtmlNode.get_InnerText()","HtmlAgilityPack.HtmlNode.get_InnerText()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_InnerText()","BingAnswers.Quora.GetQuoraAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_InnerText()","HtmlAgilityPack.HtmlNode.get_InnerText()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_InnerText()","HtmlAgilityPack.HtmlNode.get_InnerText()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_InnerText()","HtmlAgilityPack.HtmlTextNode.get_Text()",1,0,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlNode.get_Name()",451,13,1.80,0.05,
"Caller","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",25,0,0.10,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlDocument.Parse()",358,5,1.43,0.02,
"Caller","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",18,0,0.07,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlDocument.ReadDocumentEncoding(class HtmlAgilityPack.HtmlNode)",2,0,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",6,0,0.02,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Name()","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",42,8,0.17,0.03,
"Callee","HtmlAgilityPack.HtmlNode.get_Name()","System.String.Substring(int32,int32)",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_Name()","System.String.ToLower()",437,437,1.74,1.74,
"Root","HtmlAgilityPack.HtmlNode.get_NextSibling()","HtmlAgilityPack.HtmlNode.get_NextSibling()",11,11,0.04,0.04,
"Caller","HtmlAgilityPack.HtmlNode.get_NextSibling()","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()",11,11,0.04,0.04,
"Root","HtmlAgilityPack.HtmlNode.get_NodeType()","HtmlAgilityPack.HtmlNode.get_NodeType()",2,2,0.01,0.01,
"Caller","HtmlAgilityPack.HtmlNode.get_NodeType()","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()",2,2,0.01,0.01,
"Root","HtmlAgilityPack.HtmlNode.get_OuterHtml()","HtmlAgilityPack.HtmlNode.get_OuterHtml()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_OuterHtml()","HtmlAgilityPack.HtmlTextNode.get_Text()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_OuterHtml()","System.String.Substring(int32,int32)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNode.get_ParentNode()","HtmlAgilityPack.HtmlNode.get_ParentNode()",21,21,0.08,0.08,
"Caller","HtmlAgilityPack.HtmlNode.get_ParentNode()","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()",21,21,0.08,0.08,
"Root","HtmlAgilityPack.HtmlNode.GetId()","HtmlAgilityPack.HtmlNode.GetId()",17,0,0.07,0.00,
"Caller","HtmlAgilityPack.HtmlNode.GetId()","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",17,0,0.07,0.00,
"Callee","HtmlAgilityPack.HtmlNode.GetId()","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)",16,0,0.06,0.00,
"Callee","HtmlAgilityPack.HtmlNode.GetId()","HtmlAgilityPack.HtmlNode.get_Attributes()",1,0,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNode.IsCDataElement(string)","HtmlAgilityPack.HtmlNode.IsCDataElement(string)",8,1,0.03,0.00,
"Caller","HtmlAgilityPack.HtmlNode.IsCDataElement(string)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",8,1,0.03,0.00,
"Callee","HtmlAgilityPack.HtmlNode.IsCDataElement(string)","System.Collections.Hashtable.get_Item(object)",3,3,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNode.IsCDataElement(string)","System.String.ToLower()",4,4,0.02,0.02,
"Root","HtmlAgilityPack.HtmlNode.IsClosedElement(string)","HtmlAgilityPack.HtmlNode.IsClosedElement(string)",10,0,0.04,0.00,
"Caller","HtmlAgilityPack.HtmlNode.IsClosedElement(string)","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",5,0,0.02,0.00,
"Caller","HtmlAgilityPack.HtmlNode.IsClosedElement(string)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",5,0,0.02,0.00,
"Callee","HtmlAgilityPack.HtmlNode.IsClosedElement(string)","System.Collections.Hashtable.get_Item(object)",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNode.IsClosedElement(string)","System.String.ToLower()",8,8,0.03,0.03,
"Root","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)",7,0,0.03,0.00,
"Caller","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",7,0,0.03,0.00,
"Callee","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)","System.Collections.Hashtable.get_Item(object)",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)","System.String.ToLower()",5,5,0.02,0.02,
"Root","HtmlAgilityPack.HtmlNode.SelectNodes(string)","HtmlAgilityPack.HtmlNode.SelectNodes(string)",607,0,2.42,0.00,
"Caller","HtmlAgilityPack.HtmlNode.SelectNodes(string)","BingAnswers.ehow.GetEhowAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.SelectNodes(string)","BingAnswers.Quora.GetQuoraAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",603,0,2.40,0.00,
"Caller","HtmlAgilityPack.HtmlNode.SelectNodes(string)","BingAnswers.WikiHow.GetWikihowAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",3,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNode.SelectNodes(string)","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",11,2,0.04,0.01,
"Callee","HtmlAgilityPack.HtmlNode.SelectNodes(string)","System.Xml.XPath.XPathNavigator.Select(string)",596,120,2.38,0.48,
"Root","HtmlAgilityPack.HtmlNode.SelectSingleNode(string)","HtmlAgilityPack.HtmlNode.SelectSingleNode(string)",3,0,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNode.SelectSingleNode(string)","BingAnswers.ehow.GetEhowAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.SelectSingleNode(string)","BingAnswers.WikiAnswers.GetWikiAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",2,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNode.SelectSingleNode(string)","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",3,0,0.01,0.00,
"Root","HtmlAgilityPack.HtmlNode.set_Name(string)","HtmlAgilityPack.HtmlNode.set_Name(string)",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.set_Name(string)","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.set_Name(string)","_JIT_WriteBarrierEAX@0",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)",6,0,0.02,0.00,
"Caller","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",5,0,0.02,0.00,
"Callee","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)","_JIT_WriteBarrierEBX@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)","System.Collections.Generic.List`1.Add(!0)",5,5,0.02,0.02,
"Root","HtmlAgilityPack.HtmlNodeCollection.get_Count()","HtmlAgilityPack.HtmlNodeCollection.get_Count()",3,3,0.01,0.01,
"Caller","HtmlAgilityPack.HtmlNodeCollection.get_Count()","HtmlAgilityPack.HtmlNode.get_HasChildNodes()",3,3,0.01,0.01,
"Root","HtmlAgilityPack.HtmlNodeCollection.get_Item(int32)","HtmlAgilityPack.HtmlNodeCollection.get_Item(int32)",2,1,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNodeCollection.get_Item(int32)","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()",2,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNodeCollection.get_Item(int32)","System.Collections.Generic.List`1.get_Item(int32)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNodeCollection.System.Collections.Generic.IEnumerable<HtmlAgilityPack.HtmlNode>.GetEnumerator()","HtmlAgilityPack.HtmlNodeCollection.System.Collections.Generic.IEnumerable<HtmlAgilityPack.HtmlNode>.GetEnumerator()",3,1,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNodeCollection.System.Collections.Generic.IEnumerable<HtmlAgilityPack.HtmlNode>.GetEnumerator()","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",3,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNodeCollection.System.Collections.Generic.IEnumerable<HtmlAgilityPack.HtmlNode>.GetEnumerator()","System.Collections.Generic.List`1.GetEnumerator()",2,2,0.01,0.01,
"Root","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",203,22,0.81,0.09,
"Caller","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","HtmlAgilityPack.HtmlNodeNavigator.Clone()",203,22,0.81,0.09,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","_JIT_WriteBarrierEAX@0",6,6,0.02,0.02,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","_JIT_WriteBarrierEBX@0",3,3,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","HtmlAgilityPack.HtmlDocument..ctor()",101,22,0.40,0.09,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","HtmlAgilityPack.HtmlNameTable..ctor()",34,11,0.14,0.04,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","JIT_GetGenericsGCStaticBase(class MethodTable *)",29,29,0.12,0.12,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)",4,4,0.02,0.02,
"Callee","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)","System.Xml.XPath.XPathNavigator..ctor()",4,4,0.02,0.02,
"Root","HtmlAgilityPack.HtmlNodeNavigator.Clone()","HtmlAgilityPack.HtmlNodeNavigator.Clone()",221,18,0.88,0.07,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.Clone()","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",3,0,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.Clone()","System.Xml.XPath.XPathNavigator.Select(string)",218,18,0.87,0.07,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.Clone()","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",203,22,0.81,0.09,
"Root","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()",4,1,0.02,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstAttribute()",3,0,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()","System.Xml.XPath.XPathNavigator.Select(string)",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()","HtmlAgilityPack.HtmlNode.get_Attributes()",3,1,0.01,0.00,
"Root","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",70,1,0.28,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",7,0,0.03,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","System.Xml.XPath.XPathNavigator.Select(string)",63,1,0.25,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","HtmlAgilityPack.HtmlAttribute.get_Name()",15,0,0.06,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","HtmlAgilityPack.HtmlAttributeCollection.get_Item(int32)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","HtmlAgilityPack.HtmlNameTable.GetOrAdd(string)",10,3,0.04,0.01,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","HtmlAgilityPack.HtmlNode.get_Attributes()",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()","HtmlAgilityPack.HtmlNode.get_Name()",42,8,0.17,0.03,
"Root","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()",11,9,0.04,0.04,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",1,1,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()","System.Xml.XPath.XPathNavigator.Select(string)",10,8,0.04,0.03,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()","HtmlAgilityPack.HtmlNode.get_NodeType()",2,2,0.01,0.01,
"Root","HtmlAgilityPack.HtmlNodeNavigator.get_Value()","HtmlAgilityPack.HtmlNodeNavigator.get_Value()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.get_Value()","System.Xml.XPath.XPathNavigator.Select(string)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.get_Value()","HtmlAgilityPack.HtmlAttribute.get_Value()",1,0,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNodeNavigator.IsSamePosition(class System.Xml.XPath.XPathNavigator)","HtmlAgilityPack.HtmlNodeNavigator.IsSamePosition(class System.Xml.XPath.XPathNavigator)",13,13,0.05,0.05,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.IsSamePosition(class System.Xml.XPath.XPathNavigator)","System.Xml.XPath.XPathNavigator.Select(string)",13,13,0.05,0.05,
"Root","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstAttribute()","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstAttribute()",4,1,0.02,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstAttribute()","System.Xml.XPath.XPathNavigator.Select(string)",4,1,0.02,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstAttribute()","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()",3,0,0.01,0.00,
"Root","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()",17,2,0.07,0.01,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()","System.Xml.XPath.XPathNavigator.Select(string)",16,2,0.06,0.01,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()","_JIT_WriteBarrierEAX@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()","HtmlAgilityPack.HtmlNode.get_HasChildNodes()",12,9,0.05,0.04,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()","HtmlAgilityPack.HtmlNodeCollection.get_Item(int32)",2,1,0.01,0.00,
"Root","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()",41,28,0.16,0.11,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()","System.Xml.XPath.XPathNavigator.Select(string)",41,28,0.16,0.11,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()","_JIT_WriteBarrierEAX@0",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()","HtmlAgilityPack.HtmlNode.get_NextSibling()",11,11,0.04,0.04,
"Root","HtmlAgilityPack.HtmlNodeNavigator.MoveToNextAttribute()","HtmlAgilityPack.HtmlNodeNavigator.MoveToNextAttribute()",3,1,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.MoveToNextAttribute()","System.Xml.XPath.XPathNavigator.Select(string)",3,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToNextAttribute()","HtmlAgilityPack.HtmlNode.get_Attributes()",2,0,0.01,0.00,
"Root","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()",106,76,0.42,0.30,
"Caller","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()","System.Xml.XPath.XPathNavigator.Select(string)",106,76,0.42,0.30,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()","_JIT_WriteBarrierEAX@0",9,9,0.04,0.04,
"Callee","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()","HtmlAgilityPack.HtmlNode.get_ParentNode()",21,21,0.08,0.08,
"Root","HtmlAgilityPack.HtmlTextNode..ctor(class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlTextNode..ctor(class HtmlAgilityPack.HtmlDocument,int32)",2,1,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlTextNode..ctor(class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)",2,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlTextNode..ctor(class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)",1,0,0.00,0.00,
"Root","HtmlAgilityPack.HtmlTextNode.get_Text()","HtmlAgilityPack.HtmlTextNode.get_Text()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlTextNode.get_Text()","HtmlAgilityPack.HtmlNode.get_InnerText()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlTextNode.get_Text()","HtmlAgilityPack.HtmlNode.get_OuterHtml()",1,0,0.00,0.00,
"Root","JIT_GetGenericsGCStaticBase(class MethodTable *)","JIT_GetGenericsGCStaticBase(class MethodTable *)",685,685,2.73,2.73,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","BingAnswers.ehow.GetAnswer(string)",11,11,0.04,0.04,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","BingAnswers.MSDNForum.GetAnswer(string)",49,49,0.20,0.20,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","BingAnswers.Quora.GetAnswer(string)",499,499,1.99,1.99,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","BingAnswers.StackOverflow.GetAnswer(string)",8,8,0.03,0.03,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","BingAnswers.WikiAnswers.GetAnswer(string)",37,37,0.15,0.15,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","BingAnswers.WikiHow.GetAnswer(string)",51,51,0.20,0.20,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",29,29,0.12,0.12,
"Caller","JIT_GetGenericsGCStaticBase(class MethodTable *)","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])",1,1,0.00,0.00,
"Root","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)",60,60,0.24,0.24,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",22,22,0.09,0.09,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","BingAnswers.Quora.GetAnswer(string)",1,1,0.00,0.00,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",23,23,0.09,0.09,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",2,2,0.01,0.01,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","HtmlAgilityPack.HtmlDocument..ctor()",3,3,0.01,0.01,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)",4,4,0.02,0.02,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","HtmlAgilityPack.HtmlNameTable..ctor()",1,1,0.00,0.00,
"Caller","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",4,4,0.02,0.02,
"Root","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()",14,2,0.06,0.01,
"Caller","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","HtmlAgilityPack.HtmlNode.SelectNodes(string)",11,2,0.04,0.01,
"Caller","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","HtmlAgilityPack.HtmlNode.SelectSingleNode(string)",3,0,0.01,0.00,
"Callee","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","HtmlAgilityPack.HtmlNodeNavigator.Clone()",3,0,0.01,0.00,
"Callee","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",7,0,0.03,0.00,
"Callee","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()",1,1,0.00,0.00,
"Callee","MS.Internal.Xml.XPath.XPathSelectionIterator.MoveNext()","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()",1,0,0.00,0.00,
"Root","NLog.Config.ConfigurationItemFactory..cctor()","NLog.Config.ConfigurationItemFactory..cctor()",6,0,0.02,0.00,
"Caller","NLog.Config.ConfigurationItemFactory..cctor()","_PreStubWorker@4",6,0,0.02,0.00,
"Callee","NLog.Config.ConfigurationItemFactory..cctor()","NLog.Config.ConfigurationItemFactory.BuildDefaultFactory()",6,0,0.02,0.00,
"Root","NLog.Config.ConfigurationItemFactory..ctor(class System.Reflection.Assembly[])","NLog.Config.ConfigurationItemFactory..ctor(class System.Reflection.Assembly[])",6,0,0.02,0.00,
"Caller","NLog.Config.ConfigurationItemFactory..ctor(class System.Reflection.Assembly[])","NLog.Config.ConfigurationItemFactory.BuildDefaultFactory()",6,0,0.02,0.00,
"Callee","NLog.Config.ConfigurationItemFactory..ctor(class System.Reflection.Assembly[])","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly)",6,0,0.02,0.00,
"Root","NLog.Config.ConfigurationItemFactory.BuildDefaultFactory()","NLog.Config.ConfigurationItemFactory.BuildDefaultFactory()",6,0,0.02,0.00,
"Caller","NLog.Config.ConfigurationItemFactory.BuildDefaultFactory()","NLog.Config.ConfigurationItemFactory..cctor()",6,0,0.02,0.00,
"Callee","NLog.Config.ConfigurationItemFactory.BuildDefaultFactory()","NLog.Config.ConfigurationItemFactory..ctor(class System.Reflection.Assembly[])",6,0,0.02,0.00,
"Root","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly)","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly)",6,0,0.02,0.00,
"Caller","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly)","NLog.Config.ConfigurationItemFactory..ctor(class System.Reflection.Assembly[])",6,0,0.02,0.00,
"Callee","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly)","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly,string)",6,0,0.02,0.00,
"Root","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly,string)","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly,string)",6,0,0.02,0.00,
"Caller","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly,string)","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly)",6,0,0.02,0.00,
"Callee","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly,string)","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)",6,0,0.02,0.00,
"Root","NLog.Config.Factory`2.CreateInstance(string)","NLog.Config.Factory`2.CreateInstance(string)",1,0,0.00,0.00,
